Year,Month,Month number,High temp,Average High,Average Low,Low,Range,Precipitation,Days with precipitation
1895,September,9,35,31.3,24.6,23.3,11.7,88.9,14
1895,November,11,30.6,27.8,20,8.9,21.7,76.2,3
1895,December,12,30,23.7,14.9,4.4,25.6,23.4,4
1896,January,1,26.7,22.2,12.8,4.4,22.3,11.4,3
1896,February,2,29.4,23.4,14.2,2.8,26.6,95.2,5
1896,March,3,30.6,25.9,15.9,7.2,23.4,54.4,5
1896,April,4,32.2,28.4,18.8,12.8,19.4,2.5,1
1896,May,5,32.8,31.6,21.2,14.4,18.4,58.9,4
1896,June,6,33.9,32.9,22.6,20.6,13.3,344.2,9
1896,July,7,34.4,31.8,24.6,22.2,12.2,85.1,4
1896,August,8,34.4,32.7,23.4,21.1,13.3,162.6,4
1896,September,9,34.4,32,23.3,21.1,13.3,163.8,14
1896,October,10,32.2,29.9,21.3,14.4,17.8,31.8,6
1897,October,10,30.6,27.9,20.7,14.4,16.2,186.7,9
1897,November,11,29.4,26.5,20.5,14.4,15,29.2,1
1897,December,12,30,24.9,18.2,11.1,18.9,25.4,2
1898,January,1,29.4,23.1,14.3,1.7,27.7,0,0
1898,February,2,29.4,24.1,13.7,4.4,25,62.2,3
1898,March,3,29.4,26.4,18.2,10,19.4,66,2
1898,April,4,33.3,28.4,18.1,11.1,22.2,15.2,3
1898,May,5,32.8,29.5,19.2,11.1,21.7,41.9,4
1898,June,6,32.8,32,22.5,18.3,14.5,17.8,2
1898,July,7,33.3,32.2,23.4,21.1,12.2,150.4,8
1898,August,8,33.3,32.1,23,20.6,12.7,237.5,10
1898,September,9,32.2,31.6,23.7,22.2,10,103.4,10
1898,October,10,32.2,28.4,21.2,15,17.2,372.1,7
1898,November,11,29.4,27.7,20.9,12.8,16.6,10.2,2
1898,December,12,27.8,24.1,15.4,4.4,23.4,182.6,3
1899,January,1,28.3,25,16.9,8.9,19.4,83.8,6
1899,February,2,29.4,25.2,15.8,-1.7,31.1,70.4,4
1899,March,3,30.6,27.2,18,8.3,22.3,41.9,3
1899,April,4,31.1,27.4,17.4,7.8,23.3,273.1,7
1899,May,5,33.3,30.5,21.5,17.8,15.5,35.6,3
1899,September,9,32.2,31.4,22.8,21.1,11.1,245.4,12
1899,October,10,33.3,29.7,21.8,16.7,16.6,259.1,9
1899,November,11,29.4,26.6,19.4,12.8,16.6,44.5,3
1899,December,12,27.2,24.3,16.1,6.7,20.5,62.2,5
1900,January,1,26.7,22.4,13.2,3.3,23.4,133.3,6
1900,February,2,28.9,23.4,14.8,-1.1,30,47,4
1900,March,3,30,26.4,17.1,8.3,21.7,132.1,6
1900,April,4,30,27.5,19.3,12.2,17.8,163.8,3
1901,February,2,31.1,24.2,13,3.3,27.8,0,0
1901,March,3,30,25.3,15.9,3.9,26.1,44.7,3
1901,April,4,31.7,27.1,15.2,7.8,23.9,50,3
1901,May,5,32.8,29.3,18.5,13.9,18.9,264.7,6
1901,June,6,31.7,30.4,23.4,20,11.7,551.7,10
1901,July,7,32.2,31.1,24.3,21.1,11.1,207.8,7
1901,August,8,32.2,31.1,23.7,21.1,11.1,275.6,9
1901,September,9,33.9,30.9,23.6,20,13.9,388.6,6
1901,October,10,32.2,28.9,22.7,19.4,12.8,125,5
1901,December,12,28.3,23.7,15.1,3.9,24.4,39.4,2
1902,January,1,26.7,22.2,13,3.3,23.4,0,0
1902,February,2,30.6,23,11.8,2.8,27.8,150.1,3
1902,March,3,31.7,26.4,16.6,4.4,27.3,0,0
1902,April,4,31.7,28.3,18.9,11.1,20.6,47,4
1902,May,5,35.6,30.6,22.9,19.4,16.2,23.9,5
1902,June,6,34.4,31.4,24.5,22.2,12.2,152.7,9
1902,July,7,32.8,31.9,24.6,20.6,12.2,83.3,7
1902,August,8,33.9,32.6,,,33.9,135.4,7
1902,September,9,33.3,31.8,24.1,20.6,12.7,200.9,13
1902,October,10,33.9,30.7,23.4,19.4,14.5,105.9,9
1902,November,11,30.6,27.4,20.4,10.6,20,180.8,5
1902,December,12,31.7,25.1,16.9,2.8,28.9,47.2,1
1903,January,1,28.3,25.1,16,2.2,26.1,126.7,7
1903,February,2,30,27,18.9,7.2,22.8,119.4,4
1903,March,3,30,27.6,20.4,15,15,122.4,7
1903,May,5,31.1,29.2,20.7,13.9,17.2,34.3,4
1903,June,6,34.4,30.9,22.6,19.4,15,266.2,10
1903,September,9,33.9,31.6,22.7,16.7,17.2,318.5,12
1903,October,10,31.7,29.1,20.3,12.2,19.5,113.8,5
1903,November,11,31.1,26.8,17.1,3.3,27.8,94,3
1903,December,12,27.8,24.6,13.3,5.6,22.2,0,0
1904,January,1,28.9,25.4,14.2,2.2,26.7,43.2,2
1904,February,2,29.4,26.4,16.3,6.7,22.7,41.9,2
1904,March,3,30,28.4,19.6,13.9,16.1,78.7,4
1904,May,5,33.9,28.9,22,18.9,15,311.9,10
1904,June,6,32.2,29.8,23,16.1,16.1,156.5,10
1904,July,7,32.8,30.9,23.7,21.1,11.7,74.7,4
1904,August,8,32.2,30.8,23.7,20.6,11.6,232.4,11
1904,September,9,32.8,31,23.7,21.1,11.7,222.5,13
1904,October,10,33.9,30.2,22.3,17.2,16.7,256,14
1904,November,11,29.4,25.7,17,9.4,20,132.3,8
1904,December,12,29.4,25.2,14.9,6.7,22.7,10.2,2
1905,January,1,27.8,22.8,12.5,-1.7,29.5,67.3,2
1905,February,2,29.4,26.6,17.4,7.8,21.6,16.3,2
1905,March,3,31.1,27.6,18.5,11.1,20,42.9,3
1905,April,4,32.2,28.2,19.4,11.1,21.1,33.5,4
1905,May,5,33.9,30.9,23.6,18.3,15.6,99.8,3
1905,June,6,34.4,31.4,22.4,18.9,15.5,193.3,10
1905,July,7,33.3,31.3,23.8,20.6,12.7,92.2,7
1905,August,8,33.9,32.1,24.1,21.7,12.2,333,16
1905,September,9,33.3,31.6,24,21.7,11.6,304.5,15
1905,November,11,30.6,27.7,19.4,13.9,16.7,92.7,9
1905,December,12,29.4,24.2,17.4,10,19.4,306.8,16
1906,January,1,28.3,23.5,15.8,7.8,20.5,81.3,7
1906,February,2,27.2,24.2,15.7,8.9,18.3,96,6
1906,March,3,28.9,25.8,17.4,11.1,17.8,111.3,5
1906,April,4,30.6,26.7,19.9,10.6,20,59.2,3
1906,May,5,32.8,29.4,21.7,18.9,13.9,200.4,9
1906,June,6,31.7,30,24.1,20.6,11.1,218.4,8
1906,July,7,33.3,31.2,24,20.6,12.7,235.2,8
1906,August,8,32.2,30.7,23.9,21.1,11.1,227.1,8
1906,September,9,33.3,30.9,23.7,21.1,12.2,60.7,4
1906,October,10,32.2,28.7,21.3,14.4,17.8,347.5,12
1906,November,11,28.3,25.7,19.2,5.6,22.7,192,5
1906,December,12,28.9,24.1,15.2,0,28.9,0,0
1907,January,1,27.8,25,17.2,10.6,17.2,37.6,2
1907,February,2,28.3,23.8,14.6,8.9,19.4,4.1,1
1907,March,3,33.3,27,18,13.3,20,18.3,2
1907,April,4,31.1,28.2,17.8,8.3,22.8,18.5,3
1907,May,5,32.8,30.7,22.4,18.9,13.9,86.6,7
1907,June,6,33.3,30.7,22.2,18.3,15,215.1,12
1907,August,8,33.9,32.4,23.8,22.2,11.7,91.4,9
1907,September,9,33.9,31.6,24.1,20.6,13.3,95.5,8
1907,October,10,33.9,29.2,21,16.1,17.8,70.4,8
1907,November,11,31.1,27.4,19.4,11.7,19.4,78.2,7
1907,December,12,28.3,24.8,16.1,6.7,21.6,30.2,4
1908,January,1,29.4,24.1,14,5,24.4,87.9,8
1908,February,2,30,24.1,12.9,4.4,25.6,24.6,3
1908,March,3,31.1,28.2,19,13.9,17.2,42.2,4
1908,April,4,33.3,30.6,21.6,17.8,15.5,66.8,5
1908,May,5,34.4,30.7,21.6,14.4,20,216.7,12
1908,June,6,33.3,30.5,22.1,18.9,14.4,349.2,17
1908,July,7,35,32.6,23.5,21.1,13.9,132.3,14
1908,August,8,35,32.5,23.1,20.6,14.4,197.1,14
1908,September,9,33.9,32,23.3,21.1,12.8,279.9,14
1908,October,10,31.7,28.5,20.7,13.9,17.8,707.6,18
1908,November,11,30.6,26.9,18.9,9.4,21.2,41.9,3
1908,December,12,29.4,26,18,8.9,20.5,21.8,3
1909,January,1,27.8,25,16.9,6.7,21.1,138.4,9
1909,February,2,29.4,25.3,16.5,2.2,27.2,0,0
1909,March,3,32.2,28,18,6.7,25.5,21.1,3
1909,April,4,33.9,29.2,20.4,11.7,22.2,210.6,6
1909,May,5,33.9,30.3,22.3,19.4,14.5,202.4,10
1909,June,6,33.9,32,23.2,21.1,12.8,91.7,6
1909,July,7,35,32,23.4,21.1,13.9,111.3,6
1909,August,8,35.6,32.3,23.8,22.2,13.4,239.8,15
1909,September,9,34.4,31.2,23.4,21.1,13.3,353.8,14
1909,October,10,32.8,28.3,22.2,18.3,14.5,535.4,11
1909,November,11,29.4,27,18.7,10,19.4,15.2,1
1909,December,12,29.4,24.9,13.9,0.6,28.8,30.5,1
1910,January,1,28.9,25,14.1,5.6,23.3,37.1,3
1910,February,2,30,25.5,15.2,4.4,25.6,17.8,1
1910,March,3,31.7,27.3,15.3,11.1,20.6,17,2
1910,April,4,31.7,28.6,16.6,11.7,20,29.5,2
1910,May,5,32.8,30.2,21.3,15.6,17.2,77.7,6
1910,June,6,33.9,31.2,22.2,20.6,13.3,172.2,9
1910,July,7,33.3,32.1,22.9,20.6,12.7,130,12
1910,August,8,34.4,32.7,23.2,21.1,13.3,175.3,8
1910,September,9,33.9,31.9,23.1,20,13.9,93.2,7
1910,October,10,32.8,29.6,20.7,11.7,21.1,544.8,11
1910,November,11,29.4,26,14.8,6.7,22.7,11.4,1
1910,December,12,26.7,22.5,12.3,2.8,23.9,14,1
1911,January,1,27.8,25.2,16.8,10,17.8,46.2,2
1911,February,2,29.4,26.2,16.3,6.1,23.3,0,0
1911,March,3,32.2,28,16.9,13.3,18.9,27.9,2
1911,April,4,30.6,27.9,20.4,17.8,12.8,256.8,8
1911,May,5,31.7,29,20.3,15,16.7,307.8,10
1911,June,6,33.3,31.5,23.2,20,13.3,71.9,12
1911,July,7,33.3,31.6,23.7,21.7,11.6,103.6,15
1911,August,8,33.9,31.7,24,19.4,14.5,159.3,15
1911,September,9,33.3,31.3,24.4,21.1,12.2,112.3,17
1911,October,10,32.2,30.2,23.8,21.1,11.1,89.7,13
1911,November,11,30.6,27.4,21.2,7.2,23.4,150.9,18
1911,December,12,27.8,24.9,19.2,7.8,20,48.3,11
1912,January,1,27.8,23.8,16.1,7.2,20.6,108.2,16
1912,February,2,27.8,21.9,12.3,4.4,23.4,52.8,6
1912,March,3,30,26.9,20.1,11.7,18.3,95.5,11
1912,April,4,31.7,28.5,22.4,17.2,14.5,142.5,9
1912,May,5,32.8,29.8,22.6,19.4,13.4,283.7,17
1912,June,6,32.8,30.3,23.4,20.6,12.2,371.6,17
1912,July,7,34.4,31.1,24.5,22.2,12.2,152.1,16
1912,August,8,32.8,31.9,25,20.6,12.2,74.4,11
1912,September,9,32.2,31.6,24.3,21.1,11.1,52.8,13
1912,October,10,31.7,29.8,23.1,20,11.7,83.6,17
1912,November,11,31.1,25.3,18.6,11.1,20,271,7
1912,December,12,28.3,25.8,19.3,11.1,17.2,48.3,7
1913,January,1,27.8,25.5,19.4,8.3,19.5,112.3,11
1913,February,2,29.4,25.8,17.3,8.9,20.5,47.2,7
1913,March,3,28.9,27,21.3,16.1,12.8,111.5,14
1913,April,4,28.3,26,18.1,12.2,16.1,96,5
1913,May,5,31.1,27.9,21,15.6,15.5,213.9,6
1913,June,6,30.6,29.3,22.7,19.4,11.2,103.4,11
1913,July,7,32.8,31.1,23.7,21.1,11.7,75.7,11
1913,August,8,32.8,30.8,24.3,21.1,11.7,144,17
1913,September,9,31.1,29.7,24,21.1,10,164.1,15
1913,October,10,32.8,28,20.1,13.9,18.9,114.6,7
1913,November,11,27.8,24.6,19.2,8.9,18.9,111.5,17
1913,December,12,26.7,24.5,15.4,8.3,18.4,8.1,4
1914,January,1,26.1,22.5,13.5,6.7,19.4,34.3,12
1914,February,2,27.8,23.9,15.5,6.1,21.7,30.7,7
1914,March,3,26.7,23,14.1,2.2,24.5,25.1,4
1914,April,4,30,27.3,20.1,13.9,16.1,133.1,9
1914,May,5,30.6,28.3,22.5,17.2,13.4,46.2,9
1914,June,6,32.2,30.7,24,20,12.2,65.3,9
1914,July,7,33.3,31.3,23.4,21.1,12.2,114.8,15
1914,August,8,31.7,30.1,24.9,21.7,10,95.8,17
1914,September,9,30.6,28.8,23.1,20.6,10,169.7,20
1914,October,10,29.4,27.3,21.6,17.8,11.6,175.8,20
1914,November,11,27.8,24.1,18.7,2.2,25.6,179.3,10
1914,December,12,26.7,23.9,17.7,6.7,20,112.5,14
1915,January,1,25.6,22.3,16.7,7.2,18.4,92.5,14
1915,February,2,27.8,22,15.3,6.1,21.7,76.5,7
1915,March,3,27.8,21.4,13.1,6.1,21.7,39.9,6
1915,April,4,27.2,23.7,18,7.2,20,33.5,6
1915,May,5,30.6,28.4,22.6,17.8,12.8,84.3,7
1915,June,6,31.7,29.2,23.5,20,11.7,318.3,11
1915,July,7,32.8,30.7,24.8,22.2,10.6,166.1,15
1915,August,8,32.2,30.7,25.5,21.7,10.5,34.8,5
1915,September,9,31.1,29.9,24.6,21.7,9.4,138.9,15
1915,October,10,31.1,28.4,23.7,20,11.1,295.9,22
1915,November,11,27.8,25.5,20.4,10.6,17.2,64.5,8
1915,December,12,26.1,22.2,15.1,8.3,17.8,50.8,8
1916,January,1,27.2,24.5,19.9,12.8,14.4,36.6,7
1916,February,2,25.6,23.1,14.3,6.1,19.5,93.7,6
1916,March,3,28.9,23.7,13.9,6.7,22.2,7.1,2
1916,April,4,28.3,25.3,17.1,7.8,20.5,9.9,4
1916,May,5,32.2,27.9,21.8,18.3,13.9,152.1,11
1916,June,6,30.6,29.3,23.5,18.3,12.3,161.5,12
1916,July,7,31.1,29.8,24.4,21.1,10,63.2,20
1916,August,8,32.8,29.6,24.4,21.1,11.7,256.5,16
1916,September,9,30,29.3,23.6,21.1,8.9,122.2,20
1916,October,10,30,27.7,22.4,16.7,13.3,127.8,15
1916,November,11,27.2,24.8,19.6,11.1,16.1,47,9
1916,December,12,26.1,24.1,17.1,5.6,20.5,6.3,2
1917,January,1,26.1,24.3,17.8,6.1,20,2.8,3
1917,February,2,27.2,22.9,13.6,-2.8,30,11.4,4
1917,March,3,27.8,25.3,19.7,12.2,15.6,77,7
1917,April,4,27.2,25.6,18.8,11.1,16.1,95,9
1917,May,5,31.1,27.6,20.9,13.3,17.8,117.3,7
1917,June,6,30,28.6,23.7,20.6,9.4,170.4,10
1917,July,7,31.7,29.9,24.5,19.4,12.3,63,10
1917,August,8,31.7,30.4,24.4,21.7,10,109.7,14
1917,September,9,31.1,29.1,23.4,21.1,10,471.2,26
1917,October,10,30.6,28,22.6,17.2,13.4,53.6,13
1917,November,11,26.7,23.4,15.5,5.6,21.1,6.1,4
1917,December,12,26.1,22.2,12.9,1.1,25,37.1,10
1918,January,1,27.2,21.8,12.5,0,27.2,21.6,8
1918,February,2,26.7,24.3,18.4,7.2,19.5,63.8,8
1918,March,3,28.9,26.3,18.6,13.3,15.6,37.6,8
1918,April,4,31.7,26.7,19.5,9.4,22.3,114,9
1918,May,5,27.8,26.5,22.7,17.2,10.6,71.1,10
1918,June,6,33.3,29.4,23.2,20,13.3,156.7,15
1918,July,7,32.2,30.3,23.5,20.6,11.6,101.9,17
1918,August,8,33.3,30.5,24.5,21.7,11.6,36.3,15
1918,September,9,31.7,29.5,23.3,20.6,11.1,255.5,14
1918,October,10,30,28.3,23.8,20,10,122.4,14
1918,November,11,27.8,25.6,19.1,12.2,15.6,15.2,7
1918,December,12,27.8,23.1,16.7,6.7,21.1,104.4,9
1919,January,1,25.6,22,14.8,2.8,22.8,27.2,9
1919,February,2,27.8,23,15.5,5,22.8,81.3,8
1919,March,3,27.8,25.1,19.1,10.6,17.2,247.4,8
1919,April,4,28.9,25.6,19.6,13.3,15.6,78,8
1919,May,5,31.1,27.8,21.5,17.8,13.3,338.1,16
1919,June,6,31.7,28.7,23.5,20,11.7,184.4,14
1919,July,7,31.7,30.1,24.1,21.7,10,149.9,19
1919,August,8,33.3,31.2,25,22.2,11.1,94.7,12
1919,September,9,32.2,29.7,24.1,20.6,11.6,94.5,13
1919,October,10,30.6,28.9,24.5,21.1,9.5,94.7,15
1919,November,11,29.4,25.9,20,12.2,17.2,88.4,11
1919,December,12,26.7,24.2,16.7,4.4,22.3,46.5,6
1920,January,1,27.2,23.7,17,1.7,25.5,10.4,4
1920,February,2,27.8,22.6,13.1,5,22.8,40.6,7
1920,March,3,28.3,23.7,15.9,1.1,27.2,1.5,3
1920,April,4,30.6,27.3,20.4,8.9,21.7,80,7
1920,May,5,30.6,28.1,21,17.8,12.8,262.4,14
1920,June,6,30,29,23.4,18.3,11.7,99.1,12
1920,July,7,31.1,30.1,24.5,21.1,10,167.9,16
1920,August,8,31.1,29.9,23.4,20.6,10.5,104.6,18
1920,September,9,31.7,30.1,23.6,21.1,10.6,176.3,17
1920,October,10,28.3,26.7,21.3,15,13.3,128,15
1920,November,11,27.8,25.5,19.1,12.2,15.6,94.7,12
1920,December,12,27.2,23.6,16.5,6.1,21.1,43.7,7
1921,January,1,26.7,23.4,16.3,6.7,20,18.5,9
1921,February,2,27.8,24.3,16.5,6.1,21.7,29.2,2
1921,March,3,28.3,25.9,20.6,13.3,15,130.8,9
1921,April,4,31.1,26.6,20,11.1,20,66.8,5
1921,May,5,31.1,27.2,20.2,10,21.1,142.2,10
1921,June,6,32.2,29.4,23.6,21.1,11.1,29,5
1921,July,7,31.1,30,24.6,22.2,8.9,78.5,15
1921,August,8,31.1,30,24.6,21.1,10,79.8,14
1921,September,9,30.6,29.9,24.4,22.2,8.4,71.4,12
1921,October,10,30.6,28.1,22.1,20,10.6,462.3,19
1921,November,11,28.3,26.3,19.8,10,18.3,12.7,8
1921,December,12,28.3,24.8,16.9,7.8,20.5,5.8,2
1922,January,1,26.7,23.2,16.3,4.4,22.3,14,7
1922,February,2,27.2,24.2,18.4,4.4,22.8,79.8,4
1922,March,3,30,25.4,20,11.1,18.9,3.3,5
1922,April,4,28.9,26.6,22.1,16.7,12.2,13.7,3
1922,May,5,31.7,28.4,21.8,20,11.7,230.1,18
1922,June,6,31.7,29.4,23.4,20.6,11.1,114.3,15
1922,July,7,31.1,29.7,24.4,20.6,10.5,207.3,21
1922,August,8,31.7,30.5,24.1,20.6,11.1,202.4,17
1922,September,9,31.7,29.6,23.9,21.1,10.6,280.4,23
1922,October,10,32.2,28.3,22.7,20,12.2,402.6,26
1922,November,11,28.3,25.6,20,11.1,17.2,138.2,16
1922,December,12,27.8,24.8,19.4,11.1,16.7,30.2,7
1923,January,1,26.7,23.9,17,6.1,20.6,5.3,5
1923,February,2,27.8,24.4,17.6,6.7,21.1,6.1,3
1923,March,3,28.9,26.1,20.4,8.9,20,14.7,6
1923,April,4,31.1,27.8,19.9,13.9,17.2,54.6,9
1923,May,5,31.1,28.1,20.9,13.9,17.2,291.6,13
1923,June,6,33.3,29.8,23.4,18.9,14.4,150.9,17
1923,July,7,32.2,30.2,23.9,22.2,10,132.1,22
1923,August,8,31.7,30.4,24.7,21.7,10,161,13
1923,September,9,31.1,29.6,23.6,20.6,10.5,157.7,19
1923,October,10,30.6,27.2,21.5,11.1,19.5,70.4,7
1923,November,11,27.2,24.2,16.2,7.8,19.4,6.9,5
1923,December,12,26.7,24.7,18.2,8.9,17.8,11.7,12
1924,January,1,26.7,23.9,17.8,10,16.7,71.1,15
1924,February,2,26.1,22.2,13.4,5.6,20.5,42.9,6
1924,March,3,29.4,23.9,14.7,5,24.4,11.7,3
1924,April,4,31.7,27,20.2,16.1,15.6,86.4,6
1924,May,5,33.3,29.2,21.5,17.8,15.5,189.2,14
1924,June,6,32.2,30.6,24,20,12.2,107.2,12
1924,July,7,34.4,31,24.6,21.7,12.7,211.1,19
1924,August,8,33.9,31.3,25.2,21.1,12.8,86.4,16
1924,September,9,31.7,30,24.3,21.7,10,188.2,19
1924,October,10,30,27.6,22.2,19.4,10.6,635.5,26
1924,November,11,26.7,25,18.9,10,16.7,26.9,8
1924,December,12,27.2,25.1,19.6,9.4,17.8,8.1,5
1925,January,1,27.2,25.3,20.3,12.8,14.4,121.4,16
1925,February,2,26.7,24,17,4.4,22.3,32.3,9
1925,March,3,28.9,24.9,17.4,8.9,20,69.6,8
1925,April,4,30,26,18.6,8.3,21.7,76.7,8
1925,May,5,30.6,27.5,21.3,15.6,15,474,19
1925,June,6,30.6,29.1,24.3,21.7,8.9,144.8,12
1925,July,7,33.3,30.8,25.3,22.8,10.5,65,12
1925,August,8,32.8,31,24.7,22.2,10.6,227.3,18
1925,September,9,32.2,30.6,25.1,22.8,9.4,69.3,12
1925,October,10,32.2,29.6,23.7,14.4,17.8,28.4,9
1925,November,11,29.4,25.8,19.1,6.7,22.7,450.1,9
1925,December,12,28.3,24.1,16.3,7.8,20.5,68.1,6
1926,January,1,27.2,23.2,16.5,4.4,22.8,201.4,9
1926,February,2,28.9,23.6,15.2,4.4,24.5,7.4,5
1926,March,3,28.9,24.1,16.3,7.2,21.7,7.1,3
1926,April,4,31.7,27.2,20.3,13.3,18.4,58.2,8
1926,May,5,31.7,28.2,21.7,15,16.7,117.6,14
1926,June,6,32.2,30.1,24.3,21.1,11.1,82.3,11
1926,July,7,32.2,30.5,24.6,20.6,11.6,386.6,17
1926,August,8,33.3,30.8,25.1,22.2,11.1,246.1,19
1926,October,10,32.8,29.3,23.4,15,17.8,175.8,13
1926,November,11,29.4,25.6,19,12.2,17.2,46.7,6
1926,December,12,28.9,25.1,19.6,6.1,22.8,5.8,3
1927,January,1,25.6,22.6,15,2.8,22.8,40.6,6
1927,February,2,28.3,25.6,19.5,12.2,16.1,64,7
1927,March,3,28.3,24.3,18.2,3.9,24.4,22.4,6
1927,April,4,28.9,26.2,21,16.7,12.2,56.6,6
1927,May,5,32.8,29.2,22.5,13.9,18.9,17.3,5
1927,June,6,31.7,30.6,25.3,21.7,10,61,5
1927,July,7,33.3,30.8,24.9,20.6,12.7,127,13
1927,August,8,32.2,31.3,25.2,21.7,10.5,111.8,11
1927,September,9,31.7,29.7,23.7,20.6,11.1,224.3,23
1927,October,10,31.1,28,22,11.7,19.4,94.7,15
1927,November,11,28.3,25.5,20,11.1,17.2,22.9,10
1927,December,12,27.8,23.3,16.1,3.3,24.5,13.2,7
1928,January,1,27.8,21.8,13.7,0,27.8,10.7,8
1928,February,2,28.3,24.1,17.5,3.3,25,51.3,9
1928,March,3,28.3,25.5,17.8,7.8,20.5,11.4,5
1928,April,4,30.6,26.1,20.1,8.9,21.7,10.7,6
1928,May,5,31.7,27.3,19.4,13.9,17.8,271,9
1928,June,6,31.1,29.5,23.3,20,11.1,156,16
1928,July,7,31.7,30.3,24.7,21.1,10.6,92.7,9
1928,August,8,31.7,30.1,24.9,22.2,9.5,247.6,17
1928,September,9,31.1,29.7,24,21.1,10,431.8,21
1928,October,10,30,28.2,23.1,16.7,13.3,92.2,16
1928,November,11,30.6,25,19.1,8.3,22.3,10.7,9
1928,December,12,27.2,23.6,15.6,7.8,19.4,18.8,2
1929,January,1,28.3,24.2,18.4,7.8,20.5,26.2,4
1929,February,2,27.8,25.2,18.9,8.3,19.5,11.2,8
1929,March,3,29.4,26.1,19.4,8.9,20.5,134.9,11
1929,April,4,30,27.3,21.3,13.3,16.7,82.3,7
1929,May,5,30.6,28.1,23.3,19.4,11.2,176.8,17
1929,June,6,32.2,29.3,23.3,20,12.2,142.5,22
1929,July,7,32.8,30.1,23.3,18.9,13.9,237.7,15
1929,August,8,32.2,30.6,24.7,21.7,10.5,140,18
1929,September,9,31.7,30.1,24.4,21.7,10,427.2,18
1929,October,10,31.1,26.8,21.2,15.6,15.5,512.6,17
